"name","area_8_1_15_S25_noOTA","area_8_2_15_S25_noOTA","area_8_3_15_S25_noOTA","area_8_1_15_S17_OTA","area_8_2_15_S17_OTA","area_8_3_15_S17_OTA"
"C14H32ClN3OP2S","72418.2524742024","76343.2567316688","75676.0128172776","67934.7371355956","69098.6516362041","62710.6258631059"
"C15H30N2O7","457420.249609878","578758.740886149","306232.899034495","1442291.1148599","1389829.30383518","1104042.60514745"
"C15H35P3","355006.547748476","398103.518988166","254410.18900277","596824.677408739","544703.893805773","400297.393888529"
"C15H37N4O3P","601873.00980228","424541.86190973","319557.99921714","234513.688882555","248496.192938561","179841.62220582"
"C17H35P3","661802.792810787","846577.061455995","506157.29326694","342849.47774259","272426.708529591","249488.444548342"
"C17H37P3","2144380.05004693","2855947.87626641","2248743.64815902","2037209.23597194","1889855.635901","1520819.0448834"
"C18H37NO5","304913.765488525","535576.895653393","476687.635709344","61123.8205766324","358062.414789287","376059.919722198"
"C21H41N4O10P","81830.3866396369","63506.7683107368","95051.8769239867","158121.290929731","123405.793372509","121087.096506365"
"C24H46N4O18P2","139597.323142314","131462.214755973","138066.317825996","85423.7322108362","145582.687979494","119773.74397921"
"C24H56N9O4P","245560.99259376","242411.371162878","244647.283969913","246269.361902562","252461.36111972","238226.754832813"
"C2H8N9P","2787137.10394314","2100394.74984547","2054730.97683114","3380048.69827017","2389781.23346194","1929197.95488321"
"C3H11N8PS","2658662.04945947","2793537.25237848","2794413.82825432","2569488.56108825","2727225.03778676","2601127.74538544"
"C4H9N5O6","1389239.29915672","1369589.19824201","1463035.14505359","2838657.52362782","2752684.75594047","2701602.79756489"
"C4H9N8O5P","2705078.86738167","2714471.41348267","2736442.08054198","2066055.10710577","2133741.65382602","2090902.26255555"
"C5H18N6O13","440658.565338575","515975.176541382","469527.18343726","460282.365735661","452122.88327277","451562.05636582"
"C6H15NO6","952956.280006948","4025976.19150177","5445457.07261706","470130.746360112","843126.451203123","783245.858970349"
"C6H16N6O4P2","3001911.7600088","2997374.18771211","3070552.33249488","2889046.18580179","3019130.79114525","2899569.70496985"
"C6H21N7O5P2","424288.707043579","390694.809606682","408711.98611371","385078.188685374","388686.13414633","390344.096351513"
"C7H13N2O7P","325073.235073566","647704.533003421","895535.870397449","728382.997245823","844645.114431828","1266799.07594559"
"C7H22N9O6P","503585.175105145","573366.494448546","525215.562179623","427570.530058738","454400.289025989","455833.759840049"
"C8H14N10S2","4472305.46773171","4538196.70209894","4731244.79398559","3946799.65585444","3984241.9472082","4086826.36032977"
"C9H7N2O2P","545528.445766419","548567.963982493","552025.731715027","517590.064809449","470409.727642412","531351.568979467"
"CH3NO5","627273.70821189","869515.75649889","2378541.79485391","1907864.31607032","1703095.82968487","10394670.6373427"
"Chaetomellic acid B","4078595.26406351","2635497.46428521","2133406.57349669","5312068.17116906","4842245.87044773","3626236.07029314"
"Choline","437446926.427036","587983455.426163","453711619.379557","471874486.7456","524177760.68066","543824891.263699"
"Cholinesulfate","217224829.716078","239352792.080081","205376818.730356","225598618.12441","264895705.463362","261966629.755471"
"Citreodiol","5048932.02044774","5719530.97362644","3792103.54756291","4065930.5312544","5010657.381815","4844865.58279384"
"Confluenine A","2334656.11611366","6217795.92706462","3795074.73572486","846489.645791993","1093536.48714252","1625073.08093727"
"Confluenine E","3938838.02982384","10400533.6919591","11091776.7155638","668278.277424771","1974526.26479934","2375344.2487782"
"Curvulide B2","207309.115261117","338690.292005143","263693.234676723","118468.214577252","246531.628442361","279996.664804712"
"Cyclooctene","4442131.96316266","3168822.5602776","3349908.09312796","5132882.6305872","6355936.0992829","4665664.67544445"
"Cylindrocarpyridone A","109882.362474399","109504.606928881","93751.2674427999","176150.196560493","224279.807289769","196411.471553949"
"Cytidine;1-beta-delta-Ribofuranosyl-Cytosine","895510.617186543","1517290.62487185","1423860.35844726","259983.353235629","334751.472946954","761026.930652907"
"Cytosine","1286351.82535329","2134441.21386627","2166899.55135107","392530.824041226","573065.60686196","1203395.1178082"
"D-2-Amino-hexano-6-lactam","486112.502481819","430329.128942289","476704.559749262","240789.286142923","488833.902139792","435865.191954178"
"D-Arabinonate","6470128.75441746","10048977.2499588","10344215.1108927","8207914.28306693","6098840.43444833","9833399.34851227"
"D-Phenylalanine","7696299.86822064","10049148.2638516","8588677.63462366","4029873.88010296","4560580.17013649","8506958.33410733"
"D-Pipecolicacid","11534215.3892632","11770380.7475185","8125710.91536742","13538790.368951","11584604.7876458","10616315.3091202"
"D-Tryptophan","274557.916285763","414983.461643838","358256.056111152","178761.811022799","271650.853384634","427547.928497584"
"Deanol","784326.259691837","1117904.64389402","717641.627566375","1317531.9291259","1018654.70070676","1375871.92357613"
"Decamethylcyclopentasiloxane","4528501.3655248","4795696.14968231","4853167.29993863","4798513.68991336","4737789.7287939","4812576.77907851"
"Decanophenone","119430.710693283","126083.09697395","82278.6072193792","144849.589190027","189825.193284516","168641.817786505"
"Decarbamoyloxysaxitoxin","153308.460573905","207896.370411815","147710.406725114","137639.368172229","168501.055538257","161665.206726432"
"Deoxyvalidamine","43586589.9910145","54251058.5915396","38986087.352411","44902478.7154426","38133224.7442015","37962892.7487678"
"dibutyl azelate","333388.994290508","388143.610124581","368066.613782416","520860.094735805","673180.836321321","698297.700699872"
"Dinemasone A","1105681.78224385","1475389.56098265","1168838.15692198","1162973.59252238","2542620.60796238","2398555.52627685"
"Erucamide","1573082.76657667","3709026.65801697","899730.742031005","1369335.34184866","1865082.59109268","3264449.03648797"
"ETHYL LAUROYL ARGINATE","3686484.40659008","3816080.74345683","4007581.26470035","3678580.14521238","3698026.47747606","3701362.06709128"
"Ethyl N-Boc-DL-nipecotate","771622.54987454","1018503.27419554","1029515.12728252","450149.715391475","598006.562890309","661366.307859847"
"Eugenol;4-Allylguaiacol","2133564.6724687","2612976.05829651","1457252.03118248","4737801.1118816","3665368.81284867","3496240.81065589"
"Eutypoid B","205842.242675458","255949.62551516","220605.64692559","313614.959885855","409291.600570001","409679.422343962"
"F1839-B","1306383.3694009","2057876.79224497","1501316.05328478","1696785.37282465","1512711.0468624","1412378.57121046"
"Farnesylacetone epoxide","10881366.5949762","10725709.438523","8661676.58908491","8375267.75591887","9923413.27839775","9270961.78968896"
"Fenipentol","246224.189275582","223306.190244151","189194.183470722","217656.871243702","221766.554353845","203606.348882637"
"Furfuranol","1337925.12300437","3329391.90781958","2918655.97743427","5716898.42433432","4975991.23093106","5709314.17224343"
"Gloeolactone","479604.969940585","641152.665902527","596234.678281201","1002953.92015621","706829.59462881","601902.597893539"
"GLYCERYL RICINOLEATE","407238.936330152","195727.452316065","163474.958470723","210274.507382371","341280.263216263","236890.957827135"
"H-Thr(tBu)-OtBu","311095.156646983","752300.219567639","285645.69815746","381480.326168998","507369.444683573","359764.032575105"
"Hexadeca-5,9-dienoic acid","291660.742115675","367975.752001613","307618.996347757","1482257.01968433","1822757.80835299","1651394.64048048"
"Hexanoylcarnitine","402284.566316109","496799.118244178","340717.580238628","266260.590559543","370804.052599436","385225.460417915"
"Hydroxymethyldecylparaben","418633.71982285","456907.007437967","209263.400627578","769202.627687366","473306.965987564","362779.522304364"
"ID6475000","7652306.71883671","8350398.88883537","6031085.4949547","8365010.81703632","7287190.22390856","8084577.50361543"
"Indene","6554828.98810996","6779113.31568824","8413868.21496645","13952391.4942708","14890797.2769775","14706179.3180083"
"Indole;1-Benzazole","1498576.24267494","2855028.85204068","1327080.05337934","2923402.39723092","2272965.67324706","2538078.37196352"
"Indoline","383372.587356742","284610.818920585","260299.386155201","540930.741094574","551305.424539065","525830.645560535"
"Isochromophilone B","124484.340396402","192661.663189892","159983.81852645","157684.510549896","150955.511407972","147528.447690339"
"Isoprene","2525561.33019616","351769.912603508","2501132.26722536","6546173.14083419","5443230.6376648","5172982.55169762"
"L-(-)-Arabitol","1725035.2720901","1591171.15496336","1429219.81675339","5466391.2326207","4958782.50445921","6476877.01080964"
"L-Tyrosinemethylester","534147.475068162","720087.694153753","322302.389976773","684500.653370294","1015308.14630217","844675.361816797"
"LAURIMINODIPROPIONIC ACID","260340.908024817","545645.693850664","501643.578946507","173000.586986077","262655.714942103","264162.848058805"
"Laurolactam","276732.668072358","1217887.73790578","198445.450792903","672469.243666042","1102508.68862054","532880.571181487"
"Laurophenone","2468035.22226755","2461415.33408856","1939097.97730683","2434411.11038401","2913983.00128508","2808264.99867765"
"Lauroylsarcosine","92326.410020925","188284.790241625","78756.1142508346","184406.061163434","257030.956333945","220867.238175308"
"Leptazoline B","7331316.45772238","7467951.11357455","7852397.15646924","7487825.74942136","7193806.26848209","7256896.82793188"
"Malyngolide","420978.926242705","473154.393350019","464006.379112316","2924298.52894469","3744534.56609615","3273011.23655793"
"Maristachone B","829268.526649314","1248248.64250128","1220392.5398199","550558.929676941","711907.567408205","740286.630303245"
"mebutamate","1345923.78344469","3158648.80677489","3062352.54744347","906180.669733056","1746560.21493631","2593636.55940858"
"methallylamine","2316640.61307569","4892493.41572075","4014534.61072378","2044152.41334423","2404809.38939691","2752666.27552174"
"Methyl b-neuraminic acid methyl ester","5819525.12963214","9506933.26353847","7114885.8994738","7285394.09559903","8053112.60586734","8650682.5987662"
"Methyl diethanolamine","12019618.6744257","12129446.2258597","10681840.180127","3285983.02564144","4032649.2756211","6325821.46924964"
"Methylenolactocin","21093470.6290803","28707413.1403887","25617217.4702359","11097047.089329","15360941.5381689","16808817.903543"
"Methylfarnesoate","3030957.10688542","3494976.82616146","2221092.62672786","6636287.35640268","6209843.03944945","4588348.5062788"
"MFCD00042968","96204.8339639684","86399.5079125545","93474.1580458276","87097.2783479197","92680.9924833923","100504.915465436"
"MFCD00046712","832818.028860611","999560.485406109","636035.225511189","420887.800164922","641216.208659502","545443.375582554"
"MFCD00134195","288631.461843752","353187.602743895","191620.297559995","1090374.77979026","1110560.58308032","1368913.59310622"
"MFCD00144215","1609922.33567085","1875727.41020894","1765430.16107057","1676551.1934573","1694194.24498096","1682457.09557179"
"MFCD00270409","7329277.53089783","6139038.8707534","4495077.57175144","5252225.69647164","6145060.68818801","5587495.87002504"
"MFCD00674434","154083.969510089","187639.839280429","111957.850794586","71337.7395845588","108055.45987987","127397.019133785"
"Monoelaidin","1115142.02964891","850589.357569404","922991.312746598","894662.857077624","1187176.50941121","1076973.19880046"
"Mucidone","326294.584130419","384932.893497741","243767.526687896","536996.54626606","438107.83143525","364320.424384369"
"N-({2-[(Dimethylcarbamoyl)amino]ethyl}sulfamoyl)-N-methyl-beta-alanine","13370368.5807902","16263087.6963167","11236644.5819136","13045624.7256248","12270944.9954367","8379896.31435561"
"N-(2-Hexyl-4-oxo-3(4H)-quinazolinyl)-4-hydroxy-1-isobutyl-2-oxo-1,2,5,6,7,8-hexahydro-3-quinolinecarboxamide","2619546.61552607","1989005.77477336","1811804.80926284","2700680.6146641","2697320.34140614","2665538.78885128"
"N-(3-acetamidopropyl)-4-hydroxy-3-methoxybenzamide","681690.49982771","1697724.94150453","1600042.73904663","205132.847022811","437161.724533036","625577.831755511"
"N-(5-Amino-3,6-dicyano-2-pyrazinyl)formamide","223321.957420047","227466.508140337","169978.455464947","387548.591969175","316995.283188962","261244.786296938"
"N-(5-Methyl-1,2-oxazol-3-yl)-4-[(phenylcarbamoyl)amino]benzenesulfonamide","1085411.34066795","1139726.9448736","1092918.28158249","1566881.76399028","1464529.8236842","1387153.7474514"
"N-(6-Aminohexanoyl)-6-aminohexanoate","2212958.12524362","5239717.70105248","3759120.82861002","2318878.1352534","2694661.92758459","3837352.48068657"
"N-[2-(1-hydroxy-4-methylpentyl)]acetamide","3325877.62653169","4213619.95923241","3087024.67987125","3023456.83371275","2688918.29871516","2667899.79624295"
"N-[3-(4,4-Dimethyl-2,5-dioxo-1-imidazolidinyl)-2-hydroxypropyl]-N-(3-nitrophenyl)benzenesulfonamide","2510208.24646004","2782056.66729713","2689111.31288341","2623295.84795213","2717609.27665987","2656705.07730515"
"N-{Adamantan-1-yl[bis(dimethylamino)]phosphoranylidene}-1-azepanecarbothioamide","191044.520624578","107668.32291204","87541.3242350268","307895.445674789","340251.416111877","224063.533204762"
"N-acetyl-3,5,11,18-tetrahydroxyoctadecyl-2-amine","221896.597871757","212803.241946909","128933.726286938","214935.868770631","195120.077995627","169346.79067585"
"N-Acetyl-L-Carnosine","728459.910307726","1144980.69536748","1274197.50435625","357078.080570615","498011.479622146","462156.869260834"
"N-Acetyl-α-D-glucosamine","1819895.65004524","4876533.87063232","3898701.89260832","3043416.57781482","3324135.19971893","4099353.88940918"
"N-Benzoylglycyl-N-cyclopentyl-N~2~-(1,5-dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)isovalinamide","1258037.08002681","937560.741016363","908342.16290653","1612071.99442448","1486039.44070335","1587362.63194504"
"N-Boc-piperidine-3-methanol","292137.645597184","417482.293900907","368749.87337078","497126.588156225","637420.523183741","510189.179128338"
"N-Ethyl-2-{[2-(5-methyl-2-thienyl)-4-quinolinyl]carbonyl}hydrazinecarbothioamide","6250123.2421958","6413549.48851396","6415447.1113272","6354268.97274621","6131550.73191117","6115002.31968731"
"N-Methylpyrrolidone","11486089.8736821","28683394.460057","23246373.8875146","26666634.2600436","28700515.1914797","30782539.589713"
"N,N'-1,3-Propanediyldinonanamide","61912.1159222526","59483.1702826074","67751.4066472296","64698.8705097729","63382.8124124188","59533.6008708538"
"N,N,N',N'-Tetrakis(2-methoxyethyl)malonamide","3733716.5930762","4438314.27282611","2706832.20757518","205044.752740516","388304.471640972","354650.667580136"
"N2-(D-1-Carboxyethyl)-L-lysine","1408668.41948302","2644217.28237008","2270873.69349398","989152.626309655","1085393.06157218","2036864.7684126"
"Neolymphostinol C","146381.061717046","253778.716954226","178654.050188384","632941.681884866","971874.070371846","951348.040045154"
"Neuraminicacid","6140398.26293024","5537654.75442126","4763202.42544327","3167583.6827576","3069749.75336206","2567285.89978809"
"Nitrilotripropionamide","7120444.12719699","7208899.77699985","4991515.04807767","5996496.01958794","4904704.9323931","3448339.16978091"
"Nodulisporipyrone B","402647.897101728","258462.869312341","148486.247109023","1226134.61452677","780181.22122656","748795.392648352"
"Norepinephrine(Noradrenaline)","584970.285665375","1114491.12096803","1277687.34154382","339073.757799442","178902.20061919","200398.258890779"
"Not named","8603844.57312834","12568066.0289465","12799028.3266845","4913390.85345258","9649697.10226654","10970318.7742887"
"NP-002322","4667587.76602201","3853926.30129058","2164006.56310938","3589057.31408517","3703841.31760399","2978360.48832323"
"NQ8650000","21743808.342454","31954330.127249","31028999.7624765","4529310.35844527","8258312.16785899","10818660.9191245"
"O-Propanoylcarnitine","209820.824076396","246537.723515021","131329.69218847","464793.712234566","349900.199499355","320164.017465917"
"Octalin","169669.881766469","195397.884854577","145340.943951907","231634.295331206","246637.656963644","231117.573945409"
"OxidizedLatialuciferin","627695.994638284","719881.281282672","584561.512594844","730114.612498197","803276.096874476","707920.879743829"
"p-dicyclohexylbenzene","430100.727220828","407729.515065968","338899.472915766","339697.273886817","415399.572413601","363302.641311651"
"p-Xylene","1349111.67058317","2073796.76875394","1250504.51360482","2069419.93056106","2191520.03049057","2255523.76484358"
"Palmitoleic acid","1511147.11198978","1501669.08402839","1284618.86320453","2767741.17559767","4195431.959905","3555886.48374057"
"Palmitoleicacid","1455669.09092487","1842029.74706464","1421996.14284344","2953278.20825986","4511151.75956879","4259379.34512521"
"Pantothenicacid(VitaminB5)","2240663.46028434","2865480.89517739","1867990.27573921","2420458.32891245","2815708.90249416","2531477.59247385"
"Penicillar C","247465.730633184","249122.340518111","210020.097375043","420603.120487179","455032.53084199","402269.561124763"
"Penicipyranone","2830026.64098696","3223963.88533717","1691126.86089855","5818082.30584705","4453966.84484744","4116242.23672106"
"Pentadec-8-en-2-one","103569.711900266","133761.880981954","122698.72807766","133596.36052988","174264.606435035","160023.854102364"
"Pentaerythritol laurate","431682.731915861","639500.103596175","507556.239817375","508199.37521672","679549.28811978","689410.283859958"
"Phenolicsteroid","139552.849709335","174604.271594712","65754.8484188399","642502.072272338","440925.465696126","346468.6121686"
"Phloionolic acid","330748.539550452","420507.634432442","364523.485434369","135185.178546635","174849.684310447","163367.744699628"
"Phomolide D","223179.169714585","345621.398319017","607722.244589137","300443.866890674","340785.160391678","369487.104422669"
"Phomoxin C","449076.873225343","879180.158261201","601000.633742393","645695.742853462","570846.515106358","599856.110295781"
"Photopyrone G","1751875.15485543","1486934.83904048","1062987.18931207","1215881.96755106","1412550.08299601","872992.269529094"
"Phytosphingosine","1350591.45024442","1687788.2994148","1268193.04375537","1737385.15900288","1248497.6718806","1251719.74500637"
"Piperidine","9661467.86795252","17591792.3797891","14646038.2422289","5779865.84755145","5989266.46652094","9757037.98927682"
"Pleosporalone A","2101949.79577626","2415014.17398688","1845337.27978975","4603077.04481424","5275465.75622402","4852443.44038224"
"Propionylcarnitine","14003599.5307676","15527059.5857166","12034805.0625837","16006691.8106577","16806882.8616113","17905049.1602095"
"ProstaglandinF1a","918001.365927369","1047742.47654759","834526.220118875","809140.614160774","1152818.3393038","970207.626066686"
"Pseudopyronine A","1324719.36701669","1593565.2377575","1133059.46137519","3516720.36808239","3462433.05840231","2610969.70815368"
"Pseudopyronine B","188354.037550545","233846.125065898","28154.1532466448","196363.337068197","259987.931201019","303934.831768955"
"Pseudouridine","3726534.57897831","5558684.91296101","5616694.3068224","335467.941682696","523594.300914608","905160.530759858"
"Pyridoxamine;2-Methyl-4-aminomethyl-5-hydroxymethyl-3-Pyridinol","2684476.29801994","3964653.88544849","4292022.61360881","612196.073482448","1511798.61352032","1473661.31238686"
"Resorstatin","345845.413015828","333515.271807082","258851.288648245","382914.112750662","426359.743077289","368062.586161153"
"Rishitin","280047.614362178","374228.653849116","300648.281953677","308820.179182024","316898.897423396","322956.108971729"
"Sclerotigenin","746177.256318422","1126744.09338031","892700.35141649","4348433.97332606","5321910.72243616","5392698.96393233"
"Sebacicacid","278993.834878894","305767.835716471","207931.037232403","477804.001661279","422184.336625956","480477.965993537"
"Seimatopolide B","217397.953976341","197926.217329552","157282.247851355","189240.913863012","201127.45019911","201327.846226065"
"Simplifungin","68309.6073358388","76675.4618136355","47947.9615081995","107375.351962874","108317.376109873","70194.6516375368"
"SKF-86002","883224.377261453","901785.910369954","954045.609809767","885659.015701863","879747.348665714","839648.731840157"
"sn-glycero-3-Phosphocholine","4190095.31796817","4926812.17333371","4894333.19670883","1730227.73121378","2014743.9670747","2302169.39599001"
"SN3570000","6364251.04544835","6376829.34406583","5023582.38322199","5481095.11448063","7463674.79423917","6789402.20801822"
"SPF-32629A","94090.2024942058","117592.176561073","113297.766926441","139677.200498288","197049.769968258","162857.117531612"
"Stachydrine","20481004.03375","20337896.2813066","18565480.8724564","24857666.4968521","23657899.8454106","23785058.3621173"
"Streptimidone","246162.416631739","919636.113498395","566022.904064063","270944.190325133","142445.600734932","423428.650748216"
"Succinic anhydride","1034957.91570576","1863387.95444272","1332121.42504922","6057880.87914362","5156502.7426257","5318796.28710141"
"Sulcatone","1181958.05776793","1359380.51257892","1401911.10161894","8619366.2171766","7484697.41964426","8409719.05362812"
"Takinolide seco-acid","1071361.0070775","1214128.0890027","1017639.51587743","891612.43923199","1168971.24206249","1123411.82878568"
"Tanikolide","1747627.96393225","2207613.29998029","1880182.77650627","2032789.32218649","2759865.19168035","2612793.3570202"
"Tanzawaic acid B","5375772.13607942","6582035.91720341","3400118.27849396","12361344.6280628","8922672.10422468","7068675.61512123"
"Tenacibactin A","3984161.5356509","13700904.8644086","12144570.7454103","1373427.87223427","3677759.51939145","4801291.03886751"
"Tetrahydro-3-thiophenecarboxylic acid 1,1-dioxide","556252.740059424","1916033.33641603","1472268.7302571","621636.451948799","754121.505659895","785184.425621412"
"Tetrahydrothiophene","2954483.72493973","3707230.46095809","2971549.42431433","1122902.41851374","1190806.5257825","1307625.86822177"
"Tetralin","1888689.00389487","2635819.892236","1586223.08919641","3842776.3189348","5102340.62617459","4958722.37452398"
"thiodiglycol","6492208.45314982","7479007.89923099","6614125.30026428","363296.350369996","496673.729013714","480617.566068916"
"Toluene","659093.369979108","761566.277249935","494842.218469819","1311103.92245922","1026108.27388081","948410.693428577"
"Tolycaine","649179.20211349","1117824.66718248","1088952.35754989","499806.379647251","632638.648579645","889917.303074931"
"Trichobotrysin F","9465086.03283975","12700781.4611754","6310204.98214148","17809162.3927693","13817601.8560216","11514509.3303633"
"Triethyleneglycol di-n-heptanoate","1005081.38494697","1136908.74859549","915126.757183867","887707.358055905","1255225.8082825","1109986.8928059"
"Uracil;2_4-Dihydroxypyrimidine","32643948.9395542","53184350.4855131","49183567.5989906","2885304.95689968","3965655.02379814","6012601.10596114"
"Validoxylamine G","88953.7102637871","155845.05884526","163623.198603172","44598.966858151","89889.1333347568","90961.9333535799"
"Valsafungin B","390888.279159479","326119.591322224","273860.076879752","470161.25458416","590537.291004336","419389.379408362"
"VC","584610.886560817","775097.459921748","635208.006594689","1351387.16636945","1500725.67081042","1523363.57251558"
"WY2635000","80431.109161353","131271.477763289","65631.5373686922","133305.117978688","106322.318690728","112094.421301641"
"Xanthine","6909017.61151402","15712379.1003921","14353744.112075","627658.799057082","939522.16455887","1481253.40654455"
